price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,price_per_sqm
340000,apartment,exterior,3,85.0,True,True,Timón,Barajas,4000.0
212200,apartment,exterior,2,82.0,False,False,Casco Histórico de Barajas,Barajas,2587.8048780487807
392600,apartment,exterior,3,138.0,True,True,Timón,Barajas,2844.927536231884
169000,apartment,exterior,1,64.0,True,False,Casco Histórico de Barajas,Barajas,2640.625
125000,house,exterior,2,50.0,False,False,Casco Histórico de Barajas,Barajas,2500.0
280000,apartment,exterior,4,90.0,True,False,Timón,Barajas,3111.1111111111113
349999,apartment,exterior,3,92.0,True,False,Alameda de Osuna,Barajas,3804.336956521739
259000,apartment,exterior,3,90.0,False,True,Timón,Barajas,2877.777777777778
424000,apartment,exterior,3,124.0,True,True,Timón,Barajas,3419.3548387096776
439000,apartment,exterior,3,118.0,True,True,Timón,Barajas,3720.3389830508477
396000,apartment,exterior,3,116.0,True,False,Timón,Barajas,3413.793103448276
340000,apartment,exterior,2,80.0,True,True,Timón,Barajas,4250.0
460000,apartment,exterior,3,106.0,True,True,Campo de las Naciones-Corralejos,Barajas,4339.622641509434
425000,apartment,exterior,4,145.0,True,False,Alameda de Osuna,Barajas,2931.0344827586205
340000,apartment,exterior,2,120.0,True,False,Alameda de Osuna,Barajas,2833.3333333333335
520000,apartment,exterior,4,135.0,True,True,Alameda de Osuna,Barajas,3851.8518518518517
258000,apartment,exterior,4,86.0,False,False,Alameda de Osuna,Barajas,3000.0
359000,apartment,exterior,4,101.0,True,False,Alameda de Osuna,Barajas,3554.4554455445545
435000,apartment,exterior,4,130.0,True,False,Alameda de Osuna,Barajas,3346.153846153846
235000,apartment,exterior,3,106.0,False,False,Casco Histórico de Barajas,Barajas,2216.9811320754716
975000,house,exterior,4,296.0,False,True,Campo de las Naciones-Corralejos,Barajas,3293.9189189189187
385000,apartment,exterior,3,113.0,True,True,Casco Histórico de Barajas,Barajas,3407.079646017699
273900,apartment,exterior,2,70.0,True,True,Casco Histórico de Barajas,Barajas,3912.8571428571427
350000,apartment,exterior,3,105.0,True,False,Alameda de Osuna,Barajas,3333.3333333333335
550000,apartment,exterior,3,129.0,True,True,Campo de las Naciones-Corralejos,Barajas,4263.565891472868
395000,apartment,exterior,4,131.0,True,False,Alameda de Osuna,Barajas,3015.267175572519
750000,apartment,exterior,4,250.0,True,True,Alameda de Osuna,Barajas,3000.0
375000,apartment,exterior,2,84.0,True,True,Timón,Barajas,4464.285714285715
195000,apartment,exterior,3,65.0,False,False,Casco Histórico de Barajas,Barajas,3000.0
195000,apartment,exterior,2,69.0,False,False,Casco Histórico de Barajas,Barajas,2826.086956521739
345000,apartment,exterior,2,104.0,True,False,Alameda de Osuna,Barajas,3317.3076923076924
215000,apartment,exterior,2,65.0,False,False,Timón,Barajas,3307.6923076923076
118500,apartment,exterior,3,73.0,False,False,Aeropuerto,Barajas,1623.2876712328766
162000,apartment,interior,1,46.0,True,False,Casco Histórico de Barajas,Barajas,3521.7391304347825
392600,apartment,exterior,3,111.0,True,True,Timón,Barajas,3536.936936936937
180000,apartment,exterior,3,64.0,False,False,Casco Histórico de Barajas,Barajas,2812.5
218000,apartment,exterior,3,79.0,False,False,Casco Histórico de Barajas,Barajas,2759.493670886076
185000,apartment,exterior,2,80.0,False,False,Casco Histórico de Barajas,Barajas,2312.5
395000,apartment,exterior,2,108.0,True,False,Campo de las Naciones-Corralejos,Barajas,3657.4074074074074
172000,apartment,exterior,2,54.0,False,True,Timón,Barajas,3185.185185185185
212200,apartment,exterior,2,82.0,False,False,Casco Histórico de Barajas,Barajas,2587.8048780487807
305000,apartment,exterior,3,112.0,True,False,Alameda de Osuna,Barajas,2723.214285714286
260000,apartment,exterior,3,92.0,False,False,Casco Histórico de Barajas,Barajas,2826.086956521739
749000,apartment,exterior,3,147.0,True,True,Alameda de Osuna,Barajas,5095.238095238095
300000,apartment,exterior,4,125.0,False,False,Casco Histórico de Barajas,Barajas,2400.0
440000,apartment,exterior,3,107.0,True,True,Casco Histórico de Barajas,Barajas,4112.14953271028
392600,apartment,exterior,2,111.0,True,False,Timón,Barajas,3536.936936936937
190000,apartment,exterior,3,59.0,False,False,Casco Histórico de Barajas,Barajas,3220.3389830508477
329000,apartment,exterior,3,120.0,True,False,Alameda de Osuna,Barajas,2741.6666666666665
390000,apartment,exterior,3,116.0,True,False,Alameda de Osuna,Barajas,3362.0689655172414
345000,apartment,exterior,3,100.0,True,False,Alameda de Osuna,Barajas,3450.0
480000,apartment,exterior,3,120.0,True,False,Alameda de Osuna,Barajas,4000.0
300000,apartment,exterior,4,130.0,False,False,Casco Histórico de Barajas,Barajas,2307.6923076923076
195000,apartment,exterior,3,70.0,False,False,Casco Histórico de Barajas,Barajas,2785.714285714286
380000,apartment,exterior,2,112.0,True,True,Alameda de Osuna,Barajas,3392.8571428571427
225000,apartment,exterior,2,70.0,True,True,Casco Histórico de Barajas,Barajas,3214.285714285714
510000,apartment,exterior,3,118.0,True,False,Alameda de Osuna,Barajas,4322.033898305085
158000,house,exterior,2,40.0,False,False,Casco Histórico de Barajas,Barajas,3950.0
350000,apartment,exterior,2,180.0,False,False,Casco Histórico de Barajas,Barajas,1944.4444444444443
256000,apartment,exterior,4,100.0,False,False,Alameda de Osuna,Barajas,2560.0
350000,apartment,exterior,1,68.0,True,True,Campo de las Naciones-Corralejos,Barajas,5147.058823529412
285000,apartment,exterior,5,90.0,False,False,Casco Histórico de Barajas,Barajas,3166.6666666666665
585000,apartment,exterior,3,115.0,True,True,Campo de las Naciones-Corralejos,Barajas,5086.95652173913
560000,apartment,exterior,4,135.0,True,True,Alameda de Osuna,Barajas,4148.148148148148
185000,apartment,exterior,1,65.0,False,False,Campo de las Naciones-Corralejos,Barajas,2846.153846153846
835000,apartment,interior,2,111.0,True,True,Recoletos,Salamanca,7522.522522522522
1125000,apartment,exterior,4,162.0,True,True,Castellana,Salamanca,6944.444444444444
1995000,apartment,exterior,5,274.0,True,True,Castellana,Salamanca,7281.021897810219
435000,apartment,interior,1,60.0,True,False,Goya,Salamanca,7250.0
1450000,apartment,exterior,2,146.0,True,False,Goya,Salamanca,9931.506849315068
2800000,apartment,exterior,3,226.0,False,False,Recoletos,Salamanca,12389.38053097345
1590000,apartment,interior,2,146.0,True,False,Recoletos,Salamanca,10890.410958904109
2500000,apartment,exterior,4,350.0,True,False,Castellana,Salamanca,7142.857142857143
615000,apartment,interior,1,87.0,False,False,Recoletos,Salamanca,7068.9655172413795
1125000,apartment,exterior,4,162.0,True,False,Castellana,Salamanca,6944.444444444444
449000,apartment,exterior,2,85.0,True,True,Fuente del Berro,Salamanca,5282.35294117647
325000,apartment,exterior,1,45.0,True,False,Goya,Salamanca,7222.222222222223
2250000,apartment,exterior,5,290.0,True,False,Recoletos,Salamanca,7758.620689655172
1590000,apartment,exterior,3,173.0,True,False,Goya,Salamanca,9190.751445086706
570000,apartment,exterior,2,60.0,True,False,Recoletos,Salamanca,9500.0
2800000,apartment,exterior,3,226.0,True,False,Recoletos,Salamanca,12389.38053097345
1300000,apartment,exterior,5,181.0,True,False,Recoletos,Salamanca,7182.32044198895
690000,apartment,interior,1,91.0,True,False,Recoletos,Salamanca,7582.417582417583
670000,apartment,exterior,2,103.0,True,False,Lista,Salamanca,6504.854368932039
655000,apartment,exterior,2,80.0,True,False,Goya,Salamanca,8187.5
8950000,apartment,exterior,4,551.0,True,True,Lista,Salamanca,16243.194192377496
595000,apartment,interior,3,75.0,True,False,Castellana,Salamanca,7933.333333333333
1295000,apartment,exterior,3,232.0,True,False,Goya,Salamanca,5581.896551724138
7500000,apartment,exterior,5,688.0,True,True,Castellana,Salamanca,10901.162790697674
1550000,apartment,exterior,3,178.0,True,False,Castellana,Salamanca,8707.865168539325
3595000,apartment,exterior,4,306.0,True,False,Recoletos,Salamanca,11748.366013071896
2200000,apartment,exterior,2,225.0,False,True,Recoletos,Salamanca,9777.777777777777
1305000,apartment,exterior,4,210.0,True,True,Goya,Salamanca,6214.285714285715
875000,apartment,exterior,4,149.0,True,False,Goya,Salamanca,5872.48322147651
1695000,apartment,exterior,3,151.0,True,True,Castellana,Salamanca,11225.165562913908
2950000,apartment,exterior,5,300.0,True,True,Lista,Salamanca,9833.333333333334
3300000,apartment,exterior,3,348.0,True,False,Recoletos,Salamanca,9482.758620689656
1550000,apartment,exterior,3,146.0,True,True,Recoletos,Salamanca,10616.438356164384
795000,apartment,interior,1,85.0,True,True,Recoletos,Salamanca,9352.941176470587
2200000,apartment,exterior,4,203.0,True,True,Recoletos,Salamanca,10837.43842364532
1800000,apartment,exterior,5,241.0,True,True,Recoletos,Salamanca,7468.879668049793
2700000,apartment,exterior,4,334.0,True,False,Castellana,Salamanca,8083.832335329342
430000,apartment,interior,1,59.0,False,False,Castellana,Salamanca,7288.135593220339
1699000,apartment,exterior,7,460.0,True,True,Goya,Salamanca,3693.478260869565
1950000,apartment,exterior,4,297.0,True,False,Goya,Salamanca,6565.656565656565
820000,apartment,exterior,3,134.0,True,False,Lista,Salamanca,6119.4029850746265
2200000,apartment,exterior,5,327.0,True,True,Castellana,Salamanca,6727.82874617737
2137000,apartment,exterior,7,303.0,True,False,Recoletos,Salamanca,7052.805280528053
2800000,apartment,exterior,3,222.0,True,False,Recoletos,Salamanca,12612.612612612613
1670000,apartment,exterior,3,202.0,True,False,Goya,Salamanca,8267.326732673268
2450000,apartment,exterior,3,264.0,True,False,Castellana,Salamanca,9280.30303030303
1600000,apartment,exterior,4,200.0,True,False,Goya,Salamanca,8000.0
870000,apartment,exterior,5,183.0,True,False,Goya,Salamanca,4754.098360655737
1995000,apartment,exterior,3,303.0,True,False,Castellana,Salamanca,6584.158415841584
8950000,apartment,exterior,5,712.0,True,True,Recoletos,Salamanca,12570.224719101123
1145000,house,exterior,3,222.0,False,True,Guindalera,Salamanca,5157.657657657658
695000,apartment,exterior,4,164.0,True,True,Guindalera,Salamanca,4237.804878048781
1590000,apartment,exterior,3,155.0,True,False,Recoletos,Salamanca,10258.064516129032
2150000,apartment,exterior,5,329.0,True,False,Recoletos,Salamanca,6534.954407294833
530000,apartment,exterior,2,92.0,True,True,Guindalera,Salamanca,5760.869565217391
335000,apartment,exterior,2,62.0,True,False,Guindalera,Salamanca,5403.225806451613
760000,apartment,exterior,2,104.0,True,False,Goya,Salamanca,7307.692307692308
1300000,apartment,exterior,4,210.0,True,True,Guindalera,Salamanca,6190.476190476191
849000,apartment,exterior,2,86.0,True,False,Castellana,Salamanca,9872.093023255815
1600000,apartment,exterior,4,227.0,True,True,Goya,Salamanca,7048.458149779735
2690000,apartment,exterior,5,312.0,True,False,Castellana,Salamanca,8621.794871794871
3800000,apartment,exterior,5,410.0,True,True,Castellana,Salamanca,9268.292682926829
2975000,apartment,exterior,6,367.0,True,True,Recoletos,Salamanca,8106.267029972752
2750000,apartment,exterior,5,301.0,True,True,Castellana,Salamanca,9136.212624584718
420000,apartment,exterior,2,119.0,True,False,Goya,Salamanca,3529.4117647058824
2375000,apartment,exterior,4,305.0,True,False,Recoletos,Salamanca,7786.88524590164
1550000,apartment,exterior,3,211.0,True,False,Recoletos,Salamanca,7345.971563981043
450000,apartment,exterior,3,84.0,True,False,Guindalera,Salamanca,5357.142857142857
3450000,apartment,exterior,6,395.0,True,True,Castellana,Salamanca,8734.177215189873
1140000,apartment,exterior,4,272.0,True,True,Goya,Salamanca,4191.176470588235
2200000,apartment,exterior,4,210.0,True,True,Recoletos,Salamanca,10476.190476190477
1680000,apartment,exterior,3,145.0,True,False,Recoletos,Salamanca,11586.206896551725
1975000,apartment,exterior,4,263.0,True,False,Recoletos,Salamanca,7509.505703422054
460000,apartment,interior,1,60.0,True,False,Castellana,Salamanca,7666.666666666667
298000,apartment,exterior,1,57.0,True,False,Guindalera,Salamanca,5228.070175438596
1100000,apartment,exterior,4,209.0,True,False,Castellana,Salamanca,5263.1578947368425
3990000,apartment,exterior,5,438.0,True,False,Lista,Salamanca,9109.589041095891
1350000,apartment,exterior,4,292.0,True,False,Goya,Salamanca,4623.287671232877
998000,apartment,exterior,4,282.0,True,False,Guindalera,Salamanca,3539.0070921985816
3960000,apartment,exterior,4,440.0,True,False,Castellana,Salamanca,9000.0
2400000,apartment,exterior,3,250.0,True,False,Recoletos,Salamanca,9600.0
685000,apartment,interior,2,166.0,True,False,Goya,Salamanca,4126.506024096386
1400000,apartment,exterior,5,168.0,True,False,Castellana,Salamanca,8333.333333333334
2700000,apartment,exterior,4,319.0,True,False,Lista,Salamanca,8463.949843260189
1010000,apartment,exterior,5,285.0,True,False,Guindalera,Salamanca,3543.8596491228072
4450000,apartment,exterior,14,528.0,True,False,Recoletos,Salamanca,8428.030303030304
2150000,apartment,exterior,7,264.0,True,False,Recoletos,Salamanca,8143.939393939394
2300000,apartment,exterior,7,264.0,True,False,Recoletos,Salamanca,8712.121212121212
300000,apartment,interior,1,51.0,True,False,Goya,Salamanca,5882.35294117647
4155000,apartment,exterior,6,471.0,True,True,Recoletos,Salamanca,8821.656050955415
299000,apartment,interior,2,63.0,True,False,Lista,Salamanca,4746.0317460317465
1395000,apartment,exterior,2,205.0,True,False,Castellana,Salamanca,6804.878048780488
4500000,apartment,exterior,3,485.0,True,True,Recoletos,Salamanca,9278.350515463917
219000,apartment,interior,1,40.0,True,False,Guindalera,Salamanca,5475.0
2650000,apartment,exterior,4,250.0,True,False,Recoletos,Salamanca,10600.0
1700000,apartment,exterior,3,167.0,True,False,Goya,Salamanca,10179.640718562874
3400000,apartment,exterior,4,280.0,True,False,Recoletos,Salamanca,12142.857142857143
829000,apartment,exterior,4,112.0,True,False,Goya,Salamanca,7401.785714285715
898000,apartment,exterior,3,130.0,True,False,Goya,Salamanca,6907.692307692308
1150000,apartment,exterior,5,224.0,True,False,Recoletos,Salamanca,5133.928571428572
2400000,apartment,exterior,4,247.0,True,False,Recoletos,Salamanca,9716.599190283401
1250000,apartment,exterior,3,162.0,True,False,Goya,Salamanca,7716.049382716049
740000,apartment,exterior,2,113.0,True,False,Goya,Salamanca,6548.672566371682
1100000,apartment,exterior,5,172.0,True,False,Castellana,Salamanca,6395.3488372093025
1530000,apartment,exterior,4,315.0,True,False,Goya,Salamanca,4857.142857142857
2500000,apartment,exterior,5,281.0,True,True,Castellana,Salamanca,8896.79715302491
945000,apartment,exterior,3,114.0,True,False,Goya,Salamanca,8289.473684210527
799000,apartment,exterior,4,155.0,True,False,Goya,Salamanca,5154.8387096774195
1650000,apartment,exterior,4,267.0,True,False,Castellana,Salamanca,6179.775280898876
1495000,apartment,exterior,3,230.0,True,False,Recoletos,Salamanca,6500.0
1125000,apartment,exterior,4,142.0,True,True,Castellana,Salamanca,7922.5352112676055
3900000,apartment,exterior,4,413.0,True,True,Recoletos,Salamanca,9443.099273607748
600000,apartment,exterior,4,194.0,True,False,Castellana,Salamanca,3092.783505154639
1350000,apartment,exterior,3,142.0,True,False,Castellana,Salamanca,9507.042253521127
1195000,apartment,exterior,2,116.0,True,False,Castellana,Salamanca,10301.724137931034
1490000,apartment,exterior,2,122.0,True,True,Recoletos,Salamanca,12213.11475409836
2550000,apartment,exterior,4,242.0,True,True,Recoletos,Salamanca,10537.190082644629
950000,apartment,exterior,2,140.0,True,False,Castellana,Salamanca,6785.714285714285
475000,apartment,interior,3,84.0,True,False,Lista,Salamanca,5654.761904761905
790000,apartment,exterior,4,220.0,True,False,Goya,Salamanca,3590.909090909091
495000,apartment,interior,2,71.0,True,False,Guindalera,Salamanca,6971.830985915493
815000,apartment,exterior,3,95.0,True,False,Lista,Salamanca,8578.947368421053
1590000,apartment,interior,2,146.0,True,False,Recoletos,Salamanca,10890.410958904109
930000,apartment,exterior,3,152.0,True,False,Goya,Salamanca,6118.421052631579
2750000,apartment,exterior,4,283.0,False,False,Castellana,Salamanca,9717.31448763251
2600000,apartment,exterior,5,276.0,True,False,Castellana,Salamanca,9420.289855072464
825000,apartment,exterior,2,100.0,True,False,Lista,Salamanca,8250.0
1995000,apartment,exterior,5,277.0,True,True,Castellana,Salamanca,7202.16606498195
790000,apartment,exterior,2,112.0,True,False,Goya,Salamanca,7053.571428571428
889000,apartment,exterior,3,111.0,True,False,Goya,Salamanca,8009.009009009009
7500000,apartment,exterior,5,745.0,True,True,Castellana,Salamanca,10067.114093959732
925000,apartment,exterior,2,105.0,True,False,Lista,Salamanca,8809.52380952381
625000,apartment,exterior,2,149.0,True,False,Castellana,Salamanca,4194.6308724832215
655000,apartment,exterior,2,80.0,True,False,Goya,Salamanca,8187.5
899000,apartment,exterior,2,74.0,True,True,Recoletos,Salamanca,12148.648648648648
1590000,apartment,exterior,2,143.0,True,False,Recoletos,Salamanca,11118.88111888112
3850000,apartment,exterior,6,305.0,True,False,Recoletos,Salamanca,12622.95081967213
2850000,apartment,exterior,3,220.0,True,False,Recoletos,Salamanca,12954.545454545454
2200000,apartment,exterior,6,400.0,True,True,Castellana,Salamanca,5500.0
525000,apartment,exterior,2,77.0,True,False,Castellana,Salamanca,6818.181818181818
1150000,apartment,exterior,4,240.0,True,False,Goya,Salamanca,4791.666666666667
199000,apartment,interior,2,31.0,False,False,Goya,Salamanca,6419.354838709677
820000,apartment,exterior,4,114.0,True,False,Lista,Salamanca,7192.982456140351
1350000,apartment,exterior,4,181.0,True,True,Goya,Salamanca,7458.563535911602
788000,apartment,exterior,3,104.0,True,False,Goya,Salamanca,7576.923076923077
229800,apartment,interior,2,38.0,True,False,Goya,Salamanca,6047.368421052632
1549000,apartment,exterior,6,187.0,True,True,Goya,Salamanca,8283.422459893049
469000,apartment,interior,3,81.0,True,False,Guindalera,Salamanca,5790.123456790124
2070000,apartment,exterior,5,353.0,True,True,Lista,Salamanca,5864.022662889518
1625000,apartment,exterior,2,212.0,True,False,Goya,Salamanca,7665.094339622641
889000,apartment,exterior,3,95.0,True,False,Goya,Salamanca,9357.894736842105
995000,apartment,exterior,2,75.0,True,True,Recoletos,Salamanca,13266.666666666666
1825000,apartment,exterior,3,206.0,True,False,Lista,Salamanca,8859.223300970874
825000,apartment,interior,2,120.0,True,False,Recoletos,Salamanca,6875.0
2400000,apartment,exterior,3,247.0,True,False,Recoletos,Salamanca,9716.599190283401
3595000,apartment,exterior,4,307.0,True,False,Recoletos,Salamanca,11710.097719869707
2200000,apartment,exterior,3,247.0,True,True,Recoletos,Salamanca,8906.882591093117
440000,apartment,exterior,2,74.0,True,False,Fuente del Berro,Salamanca,5945.945945945946
940000,apartment,exterior,2,124.0,True,False,Goya,Salamanca,7580.645161290323
4500000,apartment,exterior,5,415.0,True,True,Castellana,Salamanca,10843.373493975903
2750000,apartment,exterior,4,247.0,True,False,Castellana,Salamanca,11133.603238866397
2150000,apartment,exterior,3,153.0,True,True,Castellana,Salamanca,14052.287581699346
455000,apartment,exterior,2,90.0,True,True,Guindalera,Salamanca,5055.555555555556
499000,apartment,exterior,2,69.0,True,False,Goya,Salamanca,7231.884057971014
570000,apartment,exterior,3,107.0,True,False,Guindalera,Salamanca,5327.102803738318
435000,apartment,exterior,3,88.0,True,False,Guindalera,Salamanca,4943.181818181818
280000,apartment,interior,1,69.0,True,False,Guindalera,Salamanca,4057.9710144927535
560000,apartment,exterior,4,133.0,True,False,Fuente del Berro,Salamanca,4210.526315789473
1280000,apartment,exterior,5,174.0,True,False,Goya,Salamanca,7356.3218390804595
4950000,apartment,exterior,5,475.0,True,True,Castellana,Salamanca,10421.052631578947
730000,apartment,exterior,4,186.0,True,True,Goya,Salamanca,3924.7311827956987
559900,apartment,exterior,4,85.0,True,False,Goya,Salamanca,6587.058823529412
970000,apartment,exterior,4,224.0,True,False,Lista,Salamanca,4330.357142857143
1750000,apartment,exterior,2,179.0,True,True,Castellana,Salamanca,9776.536312849163
2500000,apartment,exterior,4,200.0,True,False,Recoletos,Salamanca,12500.0
2690000,apartment,exterior,5,312.0,True,True,Castellana,Salamanca,8621.794871794871
979000,apartment,exterior,3,133.0,True,False,Castellana,Salamanca,7360.902255639097
610000,apartment,interior,2,80.0,True,False,Lista,Salamanca,7625.0
620000,apartment,exterior,3,128.0,True,False,Guindalera,Salamanca,4843.75
3200000,apartment,exterior,4,323.0,True,False,Recoletos,Salamanca,9907.120743034056
7500000,apartment,exterior,6,750.0,True,True,Castellana,Salamanca,10000.0
1150000,apartment,exterior,2,151.0,True,True,Guindalera,Salamanca,7615.894039735099
650000,house,exterior,5,139.0,False,False,Guindalera,Salamanca,4676.258992805755
2800000,apartment,exterior,4,229.0,True,False,Recoletos,Salamanca,12227.07423580786
449000,apartment,exterior,2,69.0,True,True,Fuente del Berro,Salamanca,6507.246376811594
790000,apartment,exterior,2,70.0,True,False,Recoletos,Salamanca,11285.714285714286
1500000,apartment,exterior,3,271.0,True,False,Castellana,Salamanca,5535.055350553505
535000,apartment,interior,1,52.0,True,False,Recoletos,Salamanca,10288.461538461539
585000,apartment,interior,4,143.0,True,False,Goya,Salamanca,4090.909090909091
1245000,apartment,exterior,5,230.0,True,False,Castellana,Salamanca,5413.04347826087
460000,apartment,interior,1,75.0,True,False,Goya,Salamanca,6133.333333333333
3000000,apartment,exterior,3,240.0,True,False,Recoletos,Salamanca,12500.0
730000,apartment,interior,2,115.0,True,False,Recoletos,Salamanca,6347.826086956522
485000,apartment,interior,1,48.0,True,False,Castellana,Salamanca,10104.166666666666
199000,apartment,interior,1,55.0,True,False,Guindalera,Salamanca,3618.181818181818
865000,apartment,exterior,2,112.0,True,False,Goya,Salamanca,7723.214285714285
299000,apartment,exterior,1,46.0,True,False,Castellana,Salamanca,6500.0
2100000,apartment,exterior,3,184.0,True,False,Goya,Salamanca,11413.04347826087
320000,apartment,exterior,1,46.0,True,False,Recoletos,Salamanca,6956.521739130435
1080000,apartment,exterior,3,129.0,True,False,Goya,Salamanca,8372.093023255815
650000,apartment,exterior,2,75.0,True,True,Lista,Salamanca,8666.666666666666
1620000,apartment,exterior,3,173.0,True,False,Goya,Salamanca,9364.161849710983
690000,apartment,exterior,3,105.0,True,False,Lista,Salamanca,6571.428571428572
350000,apartment,interior,3,65.0,True,False,Goya,Salamanca,5384.615384615385
1900000,apartment,exterior,5,211.0,True,True,Recoletos,Salamanca,9004.73933649289
4200000,apartment,exterior,3,300.0,True,False,Recoletos,Salamanca,14000.0
2200000,apartment,exterior,4,300.0,True,False,Castellana,Salamanca,7333.333333333333
630315,apartment,exterior,3,137.0,True,False,Guindalera,Salamanca,4600.839416058394
295000,apartment,interior,1,53.0,True,False,Goya,Salamanca,5566.037735849057
849000,apartment,exterior,3,95.0,True,False,Lista,Salamanca,8936.842105263158
459000,apartment,exterior,3,106.0,True,False,Guindalera,Salamanca,4330.188679245283
620000,apartment,interior,2,91.0,True,True,Fuente del Berro,Salamanca,6813.186813186813
578000,apartment,interior,2,84.0,True,True,Fuente del Berro,Salamanca,6880.952380952381
609500,apartment,interior,3,104.0,True,True,Fuente del Berro,Salamanca,5860.576923076923
515000,apartment,exterior,2,89.0,True,False,Lista,Salamanca,5786.516853932584
650000,apartment,exterior,3,106.0,True,False,Lista,Salamanca,6132.075471698113
1010000,apartment,exterior,2,137.0,True,False,Castellana,Salamanca,7372.262773722628
630000,apartment,interior,2,93.0,True,False,Goya,Salamanca,6774.193548387097
1900000,apartment,exterior,4,245.0,True,False,Castellana,Salamanca,7755.102040816327
1850000,apartment,exterior,5,350.0,True,True,Castellana,Salamanca,5285.714285714285
632000,apartment,interior,2,106.0,True,True,Lista,Salamanca,5962.264150943396
355000,apartment,interior,1,57.0,True,False,Goya,Salamanca,6228.070175438596
350000,apartment,exterior,1,76.0,True,False,Guindalera,Salamanca,4605.263157894737
1100000,apartment,interior,4,153.0,True,True,Lista,Salamanca,7189.5424836601305
2500000,apartment,exterior,5,316.0,True,True,Castellana,Salamanca,7911.392405063291
1650000,apartment,exterior,3,146.0,True,False,Recoletos,Salamanca,11301.369863013699
3300000,apartment,exterior,3,348.0,True,False,Goya,Salamanca,9482.758620689656
2350000,apartment,exterior,3,233.0,True,False,Recoletos,Salamanca,10085.836909871245
550000,apartment,exterior,1,67.0,True,False,Goya,Salamanca,8208.955223880597
1800000,apartment,exterior,4,319.0,True,False,Castellana,Salamanca,5642.633228840125
315000,apartment,interior,1,55.0,True,False,Fuente del Berro,Salamanca,5727.272727272727
3500000,apartment,exterior,5,505.0,True,True,Castellana,Salamanca,6930.693069306931
1900000,apartment,exterior,3,185.0,True,False,Recoletos,Salamanca,10270.27027027027
1950000,apartment,exterior,4,298.0,True,False,Goya,Salamanca,6543.624161073825
1275000,apartment,interior,3,152.0,True,True,Recoletos,Salamanca,8388.157894736842
1200000,apartment,exterior,3,140.0,True,False,Recoletos,Salamanca,8571.42857142857
1195000,apartment,exterior,4,203.0,True,False,Guindalera,Salamanca,5886.699507389162
2700000,apartment,exterior,3,319.0,True,False,Lista,Salamanca,8463.949843260189
600000,apartment,exterior,2,100.0,True,False,Goya,Salamanca,6000.0
2500000,apartment,exterior,5,351.0,True,True,Castellana,Salamanca,7122.507122507122
1995000,apartment,exterior,4,274.0,True,True,Castellana,Salamanca,7281.021897810219
835000,apartment,exterior,2,95.0,True,True,Castellana,Salamanca,8789.473684210527
925000,apartment,interior,3,164.0,True,False,Castellana,Salamanca,5640.243902439024
2200000,apartment,exterior,2,225.0,True,True,Recoletos,Salamanca,9777.777777777777
1650000,apartment,interior,2,139.0,True,True,Recoletos,Salamanca,11870.503597122302
2070000,apartment,exterior,4,353.0,True,True,Lista,Salamanca,5864.022662889518
3300000,apartment,exterior,3,240.0,True,False,Recoletos,Salamanca,13750.0
450000,apartment,interior,2,49.0,True,False,Goya,Salamanca,9183.673469387755
390000,apartment,interior,1,71.0,True,False,Goya,Salamanca,5492.957746478874
2550000,apartment,exterior,4,274.0,True,False,Recoletos,Salamanca,9306.569343065694
890000,apartment,exterior,3,154.0,True,True,Lista,Salamanca,5779.220779220779
640000,apartment,exterior,4,113.0,True,False,Goya,Salamanca,5663.716814159292
579990,apartment,exterior,3,84.0,True,False,Goya,Salamanca,6904.642857142857
485000,apartment,exterior,3,144.0,True,False,Fuente del Berro,Salamanca,3368.0555555555557
2280000,apartment,exterior,3,231.0,True,True,Castellana,Salamanca,9870.12987012987
895000,apartment,exterior,9,228.0,True,False,Goya,Salamanca,3925.438596491228
365000,apartment,interior,2,85.0,True,False,Goya,Salamanca,4294.117647058823
299900,apartment,exterior,1,56.0,False,False,Guindalera,Salamanca,5355.357142857143
2995000,apartment,exterior,3,254.0,True,True,Goya,Salamanca,11791.338582677165
2550000,apartment,exterior,3,233.0,True,False,Recoletos,Salamanca,10944.206008583691
800000,apartment,exterior,1,100.0,True,True,Recoletos,Salamanca,8000.0
4500000,apartment,exterior,3,360.0,True,True,Recoletos,Salamanca,12500.0
450000,apartment,exterior,4,105.0,False,False,Fuente del Berro,Salamanca,4285.714285714285
297000,apartment,exterior,2,56.0,True,False,Goya,Salamanca,5303.571428571428
875000,apartment,exterior,2,90.0,True,False,Recoletos,Salamanca,9722.222222222223
550000,apartment,exterior,4,144.0,True,False,Fuente del Berro,Salamanca,3819.4444444444443
950000,apartment,exterior,5,166.0,True,False,Goya,Salamanca,5722.891566265061
645000,apartment,exterior,3,122.0,True,False,Lista,Salamanca,5286.88524590164
650000,apartment,interior,3,80.0,True,False,Goya,Salamanca,8125.0
420000,apartment,exterior,3,119.0,True,False,Goya,Salamanca,3529.4117647058824
690000,apartment,exterior,4,147.0,True,False,Guindalera,Salamanca,4693.877551020408
1770000,apartment,exterior,5,317.0,True,True,Lista,Salamanca,5583.596214511041
1100000,apartment,exterior,2,125.0,True,False,Castellana,Salamanca,8800.0
980000,apartment,exterior,5,141.0,True,False,Castellana,Salamanca,6950.354609929078
1395000,apartment,exterior,4,135.0,True,False,Recoletos,Salamanca,10333.333333333334
